year,start,end,current,coverage.fixtures.events,coverage.fixtures.lineups,coverage.fixtures.statistics_fixtures,coverage.fixtures.statistics_players,coverage.standings,coverage.players,coverage.top_scorers,coverage.top_assists,coverage.top_cards,coverage.injuries,coverage.predictions,coverage.odds,league
2021,2021-07-31,2022-05-23,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 179, 'name': 'Premiership', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/179.png'}"
2022,2022-07-30,2023-04-22,True,True,True,True,True,True,True,True,True,True,False,True,True,"{'id': 179, 'name': 'Premiership', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/179.png'}"
2010,2010-08-07,2011-04-26,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 180, 'name': 'Championship', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/180.png'}"
2011,2011-08-06,2012-05-05,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 180, 'name': 'Championship', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/180.png'}"
2012,2012-08-11,2013-05-04,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 180, 'name': 'Championship', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/180.png'}"
2013,2013-08-10,2014-05-03,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 180, 'name': 'Championship', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/180.png'}"
2014,2014-08-09,2015-05-02,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 180, 'name': 'Championship', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/180.png'}"
2015,2015-08-07,2016-05-01,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 180, 'name': 'Championship', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/180.png'}"
2016,2016-08-06,2017-05-06,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 180, 'name': 'Championship', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/180.png'}"
2017,2017-08-05,2018-04-28,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 180, 'name': 'Championship', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/180.png'}"
2018,2018-08-04,2019-05-04,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 180, 'name': 'Championship', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/180.png'}"
2019,2019-08-02,2020-05-02,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 180, 'name': 'Championship', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/180.png'}"
2020,2020-10-16,2021-04-30,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 180, 'name': 'Championship', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/180.png'}"
2021,2021-07-31,2022-05-15,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 180, 'name': 'Championship', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/180.png'}"
2022,2022-07-30,2023-05-05,True,True,False,False,False,True,True,True,True,True,False,True,True,"{'id': 180, 'name': 'Championship', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/180.png'}"
2010,2010-06-11,2010-07-11,False,True,True,False,False,False,True,True,True,True,False,True,False,"{'id': 1, 'name': 'World Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/1.png'}"
2014,2014-06-12,2014-07-13,False,True,True,False,False,False,True,True,True,True,False,True,False,"{'id': 1, 'name': 'World Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/1.png'}"
2018,2018-06-14,2018-07-15,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 1, 'name': 'World Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/1.png'}"
2022,2022-11-21,2022-12-02,True,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 1, 'name': 'World Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/1.png'}"
2010,2010-11-11,2010-11-25,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 803, 'name': 'Asian Games', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/803.png'}"
2014,2014-09-14,2014-10-02,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 803, 'name': 'Asian Games', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/803.png'}"
2018,2018-08-10,2018-09-01,True,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 803, 'name': 'Asian Games', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/803.png'}"
2010,2010-10-02,2010-12-05,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 804, 'name': 'Caribbean Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/804.png'}"
2012,2012-09-05,2012-12-16,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 804, 'name': 'Caribbean Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/804.png'}"
2014,2014-05-30,2014-11-19,False,True,False,False,False,False,False,False,False,False,False,True,False,"{'id': 804, 'name': 'Caribbean Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/804.png'}"
2016,2016-03-22,2017-06-25,True,True,False,False,False,False,False,False,False,False,False,True,False,"{'id': 804, 'name': 'Caribbean Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/804.png'}"
2010,2010-08-06,2011-05-20,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 62, 'name': 'Ligue 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/62.png'}"
2011,2011-07-29,2012-05-18,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 62, 'name': 'Ligue 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/62.png'}"
2012,2012-07-27,2013-05-24,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 62, 'name': 'Ligue 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/62.png'}"
2013,2013-08-02,2014-05-16,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 62, 'name': 'Ligue 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/62.png'}"
2014,2014-08-01,2015-05-22,False,True,True,True,False,True,True,True,True,True,False,True,False,"{'id': 62, 'name': 'Ligue 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/62.png'}"
2015,2015-07-31,2016-05-13,False,True,True,True,False,True,True,True,True,True,False,True,False,"{'id': 62, 'name': 'Ligue 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/62.png'}"
2016,2016-07-29,2017-05-19,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 62, 'name': 'Ligue 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/62.png'}"
2017,2017-07-28,2018-05-20,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 62, 'name': 'Ligue 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/62.png'}"
2018,2018-07-27,2019-05-17,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 62, 'name': 'Ligue 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/62.png'}"
2019,2019-07-26,2020-05-15,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 62, 'name': 'Ligue 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/62.png'}"
2020,2020-08-22,2021-05-22,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 62, 'name': 'Ligue 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/62.png'}"
2021,2021-07-24,2022-05-29,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 62, 'name': 'Ligue 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/62.png'}"
2022,2022-07-30,2023-06-02,True,True,True,True,True,True,True,True,True,True,False,True,True,"{'id': 62, 'name': 'Ligue 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/62.png'}"
2011,2011-06-28,2012-05-19,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 2, 'name': 'UEFA Champions League', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/2.png'}"
2012,2012-07-03,2013-05-25,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 2, 'name': 'UEFA Champions League', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/2.png'}"
2013,2013-07-02,2014-05-24,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 2, 'name': 'UEFA Champions League', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/2.png'}"
2014,2014-07-01,2015-06-06,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 2, 'name': 'UEFA Champions League', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/2.png'}"
2015,2015-06-30,2016-05-28,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 2, 'name': 'UEFA Champions League', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/2.png'}"
2016,2016-06-28,2017-06-03,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 2, 'name': 'UEFA Champions League', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/2.png'}"
2017,2017-06-27,2018-05-26,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 2, 'name': 'UEFA Champions League', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/2.png'}"
2018,2018-06-26,2019-06-01,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 2, 'name': 'UEFA Champions League', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/2.png'}"
2019,2019-06-25,2020-08-23,False,True,True,True,True,True,True,True,True,True,False,True,False,"{'id': 2, 'name': 'UEFA Champions League', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/2.png'}"
2020,2020-08-08,2021-05-29,False,True,True,True,True,True,True,True,True,True,True,True,False,"{'id': 2, 'name': 'UEFA Champions League', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/2.png'}"
2021,2021-06-22,2022-05-28,False,True,True,True,True,True,True,True,True,True,True,True,False,"{'id': 2, 'name': 'UEFA Champions League', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/2.png'}"
2022,2022-06-21,2022-08-09,True,True,True,True,True,False,True,True,True,True,False,True,True,"{'id': 2, 'name': 'UEFA Champions League', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/2.png'}"
2011,2011-09-10,2012-05-12,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 311, 'name': '1st Division', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/311.png'}"
2012,2012-09-01,2013-05-12,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 311, 'name': '1st Division', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/311.png'}"
2013,2013-08-31,2014-05-10,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 311, 'name': '1st Division', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/311.png'}"
2014,2014-09-27,2015-05-23,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 311, 'name': '1st Division', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/311.png'}"
2015,2015-09-12,2016-05-19,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 311, 'name': '1st Division', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/311.png'}"
2016,2016-09-24,2017-05-26,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 311, 'name': '1st Division', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/311.png'}"
2017,2017-09-16,2018-05-16,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 311, 'name': '1st Division', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/311.png'}"
2018,2018-09-08,2019-05-23,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 311, 'name': '1st Division', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/311.png'}"
2019,2019-09-14,2020-08-05,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 311, 'name': '1st Division', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/311.png'}"
2020,2020-11-04,2021-05-26,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 311, 'name': '1st Division', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/311.png'}"
2021,2021-09-11,2022-05-23,True,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 311, 'name': '1st Division', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/311.png'}"
2011,2011-09-10,2012-05-12,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 310, 'name': 'Superliga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/310.png'}"
2012,2012-08-24,2013-05-11,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 310, 'name': 'Superliga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/310.png'}"
2013,2013-08-31,2014-05-10,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 310, 'name': 'Superliga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/310.png'}"
2014,2014-08-23,2015-05-22,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 310, 'name': 'Superliga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/310.png'}"
2015,2015-08-21,2016-05-18,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 310, 'name': 'Superliga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/310.png'}"
2017,2017-09-09,2018-05-23,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 310, 'name': 'Superliga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/310.png'}"
2018,2018-08-17,2019-05-30,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 310, 'name': 'Superliga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/310.png'}"
2019,2019-08-23,2020-08-02,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 310, 'name': 'Superliga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/310.png'}"
2020,2020-11-04,2021-05-30,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 310, 'name': 'Superliga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/310.png'}"
2021,2021-09-10,2022-05-31,True,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 310, 'name': 'Superliga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/310.png'}"
2011,2011-09-06,2012-05-19,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 186, 'name': 'Ligue 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/186.png'}"
2012,2012-09-07,2013-05-21,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 186, 'name': 'Ligue 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/186.png'}"
2013,2013-08-24,2014-05-24,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 186, 'name': 'Ligue 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/186.png'}"
